Yorum,Puan
"Ürün beklediğimden çok daha iyi çıktı. Ürünü sağlayan şirket alakalı ve çözüm odaklı.  Ayrıca kargolama süreçleri hızlı ve ürünün elinize geçme süresi çok iyi.  Bu arada 5 tane maskeyi halkına dağıtamayan devlet bir tarafa, ürünü elime ulaştıran şirketin kargo ambalajının içinde maske göndermesi çok anlamlı",4
"Bu bilgisayarın tek kötü yanı, kamerası çok kötü. Online ders dinleyeceksiniz sorun yok ama ders anlatacaksınız çok fena. Kamera çok karıncalı.  Kamera ile isim yok diyorsanız kesinlikle tavsiye ediyorum.",4
Ürün sorunsuz bir şekilde elime 1 gün içerisinde ulaştı freedos olarak geldi inşallah işletim sisteminide yukledikten sonra bir sorun yaşamayız.satici gayet ilgili,4
Windows yüklü gelmiyor bilginiz olsun kendimiz yükledik laptop büyüklüğü iyi zaten 10. Nesil bilgisayar baya iyi kendileri.,4
Hepsi burada ürünümü kusursuz teslim etti  tesekkurler,4
"Kargo fena degildi cuma siparis verdim sali gunu elimdeydi, satıcıya cok tesekkur ederim aklimdaki sorulari içtenlikle yanitladi. Bilgisayarı da güzelce paketlemişlerdi. Bilgisayar freedos bundan oturu windows yukleyip kullanmaya baslayacagiz gayet ince bir bilgisyar ekrani vs ben begendim fakat ince olduğundan ufak darbelerde kırılabilir dikkatli olunmalı. 1 hafta sonra kullanıp yorumu güncellerim.",4
Ürün gayet sağlam geldi.Windows kurulumu yapıldıktan sonra da bı sorun olmadı.Alabilirsiniz gayet güzel.Biraz ısınıyor o kadar.Fiyatida gayet uygun.,4
Ürün yeni geldi ssd iyi freedos kurmalısınız sensörlü açılması da iyi,4
Güzel bilgisayar ama hafif ses var...  Bu paraya bu kadar çünkü fiyatlar çok artmış...🤔😑,4
Muhteşem hızlı ve sorıunsuz kargo. Fiyat performans çok iyi. Asus kalitesi için aldık inşallah sorunsuz kullanırız.,4
"Gerçek şu ki, 4gb ve i3 bir bilgisayara göre oldukça performanslı. Ses çıkışı ve kamera da gayet iyi. Hatta wifi çekimi de başarılı. Ama ekranı yansımayanlardan olmasına rağmen, parlaklığı ortalama bir tablet ekranı gibi. Başınızı sağa sola ve aşağı yukarı hareket edince kontrastlı değişenlerden. Ekran çıtaları ince ve cihaz oldukça hafif 1.75kg. Şarjı da dedikleri gibi uzun gidiyor. M.2 ssd ye sahip. Oldukça hızlı açılıyor. FHD yazmışlar ama 1366x768 çözünürlüğe sahip. Yani full hd değil. Ekranın düşük parlaklık sorununu kafaya takmıyorsanız ve uygun fiyata denk getirirseniz mantıklı bir seçim olacaktır.",4
"Ürün elime ulaştığında paketleme güzeldi. Bende bu ürünü almadan araştırıp, burda yapılan yorumlara bakarak karar verdim bayağı yararı oluyor yapılan yorumların. Bilgisayar hızlı açılıyor, windows 10 kurulu geliyor sadece ayarlarını ilk başta yapıyorsunuz, hızlı bir bilgisayar ev iş ofis uygulamaları için uzun yıllar kullancagınız bir bilgisayar bence, klavye tuş takımı hissiyati çok iyi malzeme kalitesi idare eder.",4
Ürün gayet güzel dayımın çocuklarına ders izlemeleri için aldım hızlı ve dayanıklı,4
Windows kurulu degil tek sıkıntı o,4
"Yeğenlerim için aldım üniversitede kullanmaları için, şuan için bir problem yok",4
Ürün  güzel sadece  şarj aletini beğenmedim  ve çok hızlı geldi,4
hız ve performans açısından parasının hakkını veriyor.slim kasa olduğu için optik sürücü olmamasını anlarım ama ethernet girişinin de olmaması üzücü. Plastik kasa malzemesi de daha kaliteli bekliyordum.,4
Güzel ürün hızlıda geldi ama bilgisayar alt Kısmından darbe alkış alt ve üst plastiği açılmış bir şekilde geldi çentikler kırılmamış biraz bastırıp oturtunca kapandı ama satıcı bir patpat poşete daha sarsa iyi olur henüz Windows kurmadım kurduktan sonraki yorumu ayrı yapacağım,4
Ürünün fan sesi biraz fazla geldi okul için almıştım sandığım dan daha ağır ve büyük univsite için alacaksanız daha hafif ve küçük bir bilgisayar alsanız dsha çok işinize yarayacaktir,4
"Bilgisayar çok iyi, kullanışlı, oyunlarda yüksek fps alıp ısınması da çok sorunlu değil. Lakin gönderilen adaptörde bir cızırtı sesi ve inanılmaz bir sıcaklık oluşuyordu. Firmayı aradım, yardımcı olmadı. Hepsi burada’yı aradım ve bana mağduriyetimin giderileceğini söyleyip yardımcı oldular. Firma’dan yeni bir adaptör istediler, cevap bekliyoruz. Umarım firmada hepsi burada gibi bana yardımcı olup mağduriyetimi giderir. Teşekkürler Hepsi Burada.",4
Kargo geç geldi ama üründe sıkıntı yoktu güzel laptop,4
Bilgisayari alali 6 gün oldu gorduklerime gore pc tam olarak ofis bilgisayari diyebilirim. Eger oyun oynamak icin alacaksaniz tavsiye etmem çünkü pc'nin sogutmasi menteseyle ekran arasinda oldugundan ekran ve klavye ısınıyor belirli bir sureden sonra rahatsiz etmeye basliyor. Ama ara sira oyun oynayip genel olarak gunluk islerinizi yapacaksaniz mükemmel bir ürün diyebilirim.,4
2 günde geldi fakat mikrofonu sıkıntılı,4
Bu fiyata idare eder bir ürün oyun oynanmaz . günlük işlemler ve eğitim için yeterli bir ürün,4
Evde ofis ve photoshop programını rahatlıkla kullanabileceğiniz gayet iyi bir bilgisayar. Deneme amaçlı FIFA 19 yükledim onu da rahatlıkla kaldırdı ama oyun bilgisayarı değil. Klavye tuşları pek kaliteli durmuyor gibi. Bunu zaman gösterecek. Genel olarak evde eğlence ve iş amaçlı rahatlıkla kullanabileceğiniz bir bilgisayar.,4
Ürün gayet şık ve hafif.olumsuz özellikleri; 5g yok CD righter yok USB 3 yok kamera 0.9 MP . Bu fiyata ancak bu kadar 4300 aldım,4
gunluk kullanım ıcın ıyı. free dos alıp kendım yukldım. ancak ekran goruntusu cok mat hıc parlak degıl ayrıca hoparlor gucu az sanırım ses cok degıl bıraz daha yuksek ses ıcın hoparlor kullanmak gereklı bunun dısında gunluk ısler ıcın guzel,4
bilgisayar gayet tatmin edici lakin fan sesi geliyor alacaklara bilgim,4
Ürün iyi ama 1 haftada geldi,4
Ürün güzel  2 günde geldi ancak windows kurulu değil,4
Çok iyi bir ürün cok çabuk geldi tavsiye ederim Fakat Windows kurulu gelmiyor bilginize,4
Windows yüklü gelmedi ama 12 saatte ürün teslim edildi.. hdmı girişi küçük bilginize yinede satıcı ürünü zamanından önce gönderdiği için teşekkür ederim,4
Ürünü aldıktan bir gün sonra ve çok güzel paketlenmiş bir şekilde elime ulaştı.Çok şık ve zarif görünümlü hafif bir bilgisayar.Hızı da her yönden gayet yeterli ve birkaç küçük oyun da rahatça oynanabiliyor.Tek sıkıntısı windows 10 kurulumu yapılmadığı için kurulumu yaparken biraz zorluk çekilebiliyor ancak youtube videolarıyla bu sorun da kolayca çözülebiliyor ama biraz zaman alan bir uyguluma bunun dışında herhangi bir olumsuz yönü yok gayet hızlı ve güzel bir cihaz.,4
Çarşamba günü satın aldım cuma günü sağlam bir şekilde teslim aldım. Kargo çok hızlı geldi. Teşekkürler. Ama kargo firma çalışanları hepsi değil ama bir kısmı malum bu tarz elektronik cihazlar kırılacak ibaresi ile falan gönderilse daha iyi olur. Naçizane tavsiyemdir.,4
Ürün beklediğimden yavaş.ama yapacak birşey yok.paramiz buna yetti.,4
Hızlı teslimat Kargo ücretsiz olmalıydı bu yüzden 1 puan kurdum. Ürünü canlı ders için aldım işimi görüyor güzel paketlenmişti teşekkürler,4
Şarjı cabuk bitmesi disinde bir sorun yok kurulu geliyor ama google yerine expoler var ama o da sorun degil isteyen yükler,4
İyi hafif...,4
"Hızlı kargo için teşekkürler , bana gelen üründe linux kurulu değildi freedos gibiydi",4
Laptop güzel fakat keske freedos oldugu belirtilseydi kurulumu zor oldu.,4
Kargo süresinin kısaltılmasında yardımcı oldukları için teşekkürler kurulumu zor oldu lakin zamanında ve sağ salim elimize geçti fiyat olarak ortalama bir fiyattı,4
Ürünüm elime ulaştı gayet kullanışlı çok hafif incecik. Kargoya da hemen verildi. Paketleme kötüydü yalnız sadece kutuya konularak gönderilmiş.,4
Özellikleri gayet iyi ev ve ofis için tercih edilebilir,4
Ürün. Gayet güzel,4
Tşk.,4
Birkaç gündür kulanıyorum şimdilik memnunum,4
Bilgisayar çok iyi ama kesinlikle oyun için değil normal kullanım çok güzel gidiyor.,4
"Bilgisayar çok hızlı bir şekilde (1,5 gün) geldi. Ekran görüntüsü ve kasası (plastik) hariç güzel bir ürün. 256 GB olmasına rağmen win yükledikten sonra geriya 197 GB kaldı. Oyun düşünmüyorsanız alabilirsiniz.",4
Ürün günlük işlemler için gayet hızlı. Öğrenci ve ofis için alınabilir. Oyun oynanmaz gibi. Kasa kalitesini beğenmedim.,4
CPU kullanımı %40'ı geçince fandan uçak sesi gelmeye başlıyor :),4
Güzel  bir ürün,4
Zamanında teslimat üründe güzel,4
Kamerası biraz zayıf ama genel itibariyle güzel,4
Ürün çok güzel minyon bir yapısı var sesi çok güzel ve çok kaliteli hızlı açılıyor cep telefonu gibi parmak izi hızlı tek sorun 2 tane usb giriş var ve sd kart girişi yok,4
Eba canlı dersler için aldım bir öğretmen olarak işimi görüyor kamerası kötü kasa şık ama sert darbelere dayanmaz gibi her şey fiyatına göre 64 gb hafızası var hızı iş görüyor ucuz yollu is görsün diyorsanız görüyor,4
Fan sesi çok rahatsız ediyor,4
Ürün sağlam bir şekilde paketlenmiş ve düzgün olarak elime ulaştı. Kargo da hızlıydı. Özelliklerinin araştırarak almıştım ve ona göre aldım. 1 yıldız kırmamın sebebi hoparlörden çıkan sesin boğuk olmasıydı. Yankı yapıyormuş gibi çıkıyor ses. Yeni kullandığım için mi böyle zamanla düzelir mi bilmiyorum. Onun haricinde her şey yolunda. Yanımda gönderdikleri kulaklığa bayıldım.,4
bilgisayar standart ev kullanıcılarının işini fazlasıyla görebilecek yeterlilikte. kamera açısı gerçekten kötü ama bunu da bilerek aldık. kargo çok kötüydü ama 1 haftada geldi satıcı kaynaklı,4
Ürün aldıktan sonra indirime girdi onun dışında boyut olarak küçük kullanışlı bir bilgisayar günlük işler için çok idael ekranı full HD olması hoşuma gitti tek sıkıntısı hafızası yeterli değil onun içinde 128 GB hafıza kartı satın aldım f/p ürünü tercih edilebilir,4
Kısa sürede geldi hafıza dışında bir öğrencinin ihtiyacını giderebilecek düzeyde,4
Bende aldım. Gelmesini bekliyorum. Gelince yorumları yazarım. Bu gün elimde olurmuş diye yazıyor. Dün hediyesi geldi. Sabırsızlık başa bela...🙂,4
Satıcıya acelem  olduğunu söyledim ilgilendiler ve kargo bir gün sonra elimdeydi.Urunde beklediğim gibi çıktı teşekkür ederim.,4
"ürün gerçekten çok korunaklı paketlenmiş kargoda başına bir şey gelir diye endişelenmeyin eğer bir şey gelmişse felaket olmuştur :) . Bilgisayar beklentimin üzerinde çıktı kasasını daha ucuz bekliyordum, ses iyi, görüntü kalitesi çok iyi. tasarımı güzel tek sıkıntısı ilk başlattığımızda hemen fan çalıştırdı fan sesi de biraz rahatsız edici ama biraz kurcalayınca o problem halloldu şimdi gayet sessiz bilgisayar. şuan için gayet güzel diyebilirim.",4
Ürünü hepsiburada satıcısından ülkenin mâlum döviz kuru sebebi ve vergilerin bu denli şişirilmesiyle birlikte eserinden fazlaya aldım üzgünüm. Bundan 1 yıl önce ekran kartsız bir noteboook hayal etmezdim ama mecburen buna razı gelmek zorunda kaldım. Ürün orta segmentte ryzen 5in avantajını gösteriyor hangi oyunları nasıl oynarım henüz denemedim umarım benim için yeterli olur bir süreliğine. Harddisk ve ekran kartının bulunmaması benim için çok büyük bir eksiklik bu arada. Alacaklara hayırlı olsun.,4
"Hometech diye önyargılı ve tedirgin olarak almıştım fakat beklediğimden daha iyi geldi. Ekranın büyüklüğü, klavyenin bütün kasayı kaplaması ve touchpad'in büyük/geniş olması estetik bir görünüm kazandırmış. Ses kalitesini çok test etme fırsatım olmadı fakat bir şarkı açıp kabaca dinlediğimde gayet yeterli olduğunu anladım. Benim gibi film izlemeyi sevenler çok sıkıntı çekmez, ne bilgisayarlar gördüm sesi duymak için hoparlöre yapışıyorduk. Grafiğe zaten girmiyorum alakası bile yok, o türden bir bilgisayar değil çünkü. Genel olarak zarif, hoş ve ofis&ev için çok ideal bir bilgisayar. Daha iyisini bulursanız alın ama bulamazsanız bu bilgisayarı alabilirsiniz.",4
Ürün tam anlamıyla kullanmadım ama güzel ve is görür durumda. 1 hafta önce 4500 e aldım şu anda bu fiyata çıkması üzücü bir durum.  Pazar 17.00 de verdigim sipariş pzt 12.00 de ulaştı,4
"Ürn çok kaliteli ,hzlı olması gayet iyi ancak bende pc'nin ürün özeliklerini okurken atlamışım.Ürün içeriğinde Windows yok kendiniz krmanız gerekiyor.Lenowa Türkiye için hiç bir muhattap bulamıyorsunuz.Tel cevap vermiyor ve sürekli meşgul yani anlıyacağınız destek ""0"" durumunda.Böyle bir markanın satış sonrası hizmetin bu şekilde olması üzücü bir durum",4
Tam da beklediğim gibi çok memnunum.Yalnızca Kargo dan teslim alıdığımda  karton kutu yırtıktı. Kargocular malesef taşırken gerekli özei göstermiyorlar sanki bir tekme izi gibi üst kutu yırtılmştı. içindeki kutuyu açtık kontrol ettim gözle görülüğr  her hangibir iz görmeyince teslim aldım. Teşekkürler Hepsi burda ya. bir yıldızı Kargo şirketi için kırdım.,4
"Oyun olarak csgo tarzı düşük sistem gereksinimi isteyen oyunları oynatıyor, genel olarak ürün güzel pili çok dayanıklı değil , gündelik bütün işlerinizi rahatlıkla yapabilirsiniz.",4
şöyle başlıyayaım ilgisayar i3 ama i3 ün en yüksek versiyonu onun haricinde bu fiyata rağmen 8gb ram + mx130 ile size gelmekte 4-5 yıl iinizi görebilcek bir bilgisayar lol valorant csgo gibi oyunlarda düşük ayarlarda 100 fps de oynatır yüksek gereksinimli oyunlarıda kaldırır fakat ömrünün kısalmasına sebep olur alacaklara şimdiden hayırlı olsun,4
İlk açtığımda fark etmedim ama sonrasında biraz karanlık ortamda gözüken ips glow fark ettim. Ips ekranlarda normal karşılandığından kullanıma devam edeceğim.  Coil whine denen ekran kartından gelen ses ile ilgili de bir soruna rastlamadım.   Genel anlamda sorunsuz ve yüksek performanslı bir cihaz.  Kargo konusunda gayet memnunum. Aldığım günün ertesi günü yola çıktı. Sonraki gün de elimde oldu. Hepsiburada ve hepsijet ekibine hassasiyetleri için teşekkür ediyorum.   Msi’ın anlaşmalı olduğu yetkili servis biraz sıkıntılı gibi ama umuyorum sorun yaşamam ileride. 1 yıldızı bu sebepten ve ıps glow sebebiyle kesiyorum. Hepsiburada ile ilgili sorunsuz bir alışverişti.,4
Dün sipariş verdim. Aynı gün kargo yazmasına rağmen hala kargoya verilmedi. Merak içersindeyim. Aldığım gibi somut yorumumu da belirteceğim.,4
Fiyat performans urunu.bir de normalde msi larda olan 2 yil garanti stickeri yok.,4
"Ekranı, kalemi oldukça güzel. Boyutu taşıma vs için çok güzel. Sesi oldukça kaliteli. Dokunma ve kalem hassasiyeti de iyi. Güzel özellikleri var. Sadece şarjı USB Type C değil. Bir de 3. taraf bir uygulama 1065G7 değil 1035G7 gösteriyor, bunu anlayamadım. Müthiş hızlı bir şekilde gönderdi. Getiren arkadaşa çok teşekkür ederim.",4
"Asus UX390UA bilgisayarımdaki ekran sorununun giderilememesi üzerine buna geçtim. Elbette ondan sonra biraz hayal kırıklığı yaratıyor. Güzel özellikleri, parmak okuyucusu, dokunmatik ekran ve 360 açılan ekranla tablet kullanımı, kutudan çıkan kalem, tuş takımı aydınlatması ve 10. nesil i7 işlemcisi. Tasarımı güzel, metal malzeme kalite hissi yaratıyor. Ağırlığı da fena değil. 512 GB hard diskten 475 GB gibi bir kısmını kullanabiliyorsunuz. En rahatsız eden özelliği, yüksek fan sesi ve kolayca fan kullanımına geçmesi. Ancak sanırım Mac almadıkça bunu çözebilen çok az bilgisayar var. Ses kalitesi vasatın biraz üzerinde. Kullanımımın ilk saatinde kilitlendi, power tuşundan resetlemek zorunda kaldım, bu performans konusunda soru işareti yarattı. 8 GB ram sanki az kalıyor; iyi ki ayrı ekran kartı var da paylaşımlı değil, yoksa performansı çok daha düşerdi.  Bir yorum da Hepsiburada'ya. Hepsi Expres ile 3 günde hızlı teslim ettiler. Ancak koydukları koli, bilgisayar kutusunda çok büyüktü ve içine herhangi bir havalı poşet veya pat pat koymadıklarından bilgisayar kutusu sağa sola vuruyordu. 10.200 liralık bir bilgisayar teslim edilirken kutunun en azından sabitlenmesine özen gösterilebilirdi.",4
"Bende aldım hepsiburada,ya gövendiğim için inşallah pişman olmayız teslim tarihi bu gün herkese hayırlı olsun.",4
Tam bir f/p ürünü.  Bu donanıma bu kamera hiç yakışmamış. Kamera hariç 10 numara.,4
Bilgisayar güzel kullanışlı ve hızlı ince ayrıca hafif ancak biraz zorlayınca fan sesi duyuluyor aşırı sessiz değil pili iyi gidiyor şimdilik ekran görüntüsü 1080 yazmasına rağmen bana çok canlı gelmedi ya gözüm alışmadığından yada görüntü kalitesi zayıf bu paraya iyi mi işinizi görür.,4
Ürün elime dün ulaştı paketlemesi ve kutusu gayet güzel. Ürünün bir yıldızını kamerasından dolayı kırdım Kamerası vasat bu ürüne yakıştıramadım birde fanı biraz fazla ses çıkarıyor onun haricinde gayet güzel ve ince bir Ürün.,4
Şimdilik iyi kargo muhteşem cuma akşam 9 da sipariş verdim pazar elime ulaştı.ben çocuklarıma yüzyüze eğitimi için aldım.yanlız kamera takıntısı olanlar hic yaklaşmasın çok kötü.ama webcam bir kamera ile kullanılabilir bende öyle yapıcam bir yıldızıda ordan kırdım,4
"öncelikle bilgisayar kalitesi kullanım amacına göre değişir,  bilgisayarı uzaktan eğitim için aldım. Genel olarak performansı iyi fakat pil kalitesini beğenmedim çünkü uzun gitmiyor.",4
Ürün paketlemesi güzeldi.Kargo hızlı geldi.Benim elimde ki windows eski olduğu için sanıyorum lenovo sayfasından driverlerı yükledim ama olmadı.Ethernet girişli usb buldum öyle halledebildim.Alacaklar yeni sürüm windows 10 ile yükleme yapsınlar.,4
Mouse  ile kasa arası açık duruyor.Açıklıktan bilgisayarın  içme toz girmez inşaallah.Mouse hoşuma gitmedi.Şarjı da özellikler de yazdığı gibi 6 saat ve üstü gitmiyor.,4
Bilgisayar gayet hızlı,4
Bu fiyata bu ürün çok iyi İnşaallah bir sorun yaşamayız.faturası elime geçmedi  ama garanti belgesi yanında,4
Son derece hızlı bilgisayar. Bana fan sesi biraz fazla gibi geldi. Ayrıca kamerası berbat. Onun haricinde herşey çok iyi.,4
Ürün mis gibi fiyatı bayağı uygundu fakat garantisinden pek emin olamadım(distribütör/ithalatçı?),4
urun güzel yalnız şarj cabuk bitiyor batarya daha iyi olmalıydı bu detayı acer in atlamamasi lazımdı,4
Bilgisayarın islemcisi dışında her şeyin memnunum. İşlemcisi i5 ama tam i5 perfonması göremedim.,4
Klavye aydınlatması olsaydi 5 verirdim..,4
Klavye tuşları ışıklı olsa ne iyi olurdu..,4
Bilgisayar orta segmentin biraz üstünde iyi bir bilgisayar kötü diyemem ama Freedos olması çok uğraştırdı. İşin ehli birisinin Windows yüklemesini sağlayın. Ancak fiyat bu pandemi sürecinde ortalama 2 katı bu da unutulmamalı.,4
Kargo zamanında teslim  etti.Ürün iyi güzel memnun kaldım,4
"Fiyat performans olarak iyi bir leptop, en ucuz çift çekirdekli, harici ekran kartlı lenova leptop daha ne istersiniz....",4
ALACAK ARKADAŞLARA TAVSİYEM EKRAN İPS DEĞİL BEN FAZLA ÖNEMSEMEMİŞTİM ANCAK ÖNEMLİ BİR ÖZELLİK,4
Özellikleri güzel fakat kamerası berbat kötü hatta guncellemelerden sonra zoom da oturumu kapatıp açınca kamera çalışmayı durdurdu görüntü baglastiricisini intel in sitesinden yukleyinde duzeldi. İnşallah elimizde patlamaz.,4
"Yani ürün kutusu sıkıntısız elime geçti tabi bliyordum işletim sistemsiz olduğunu , onun dışında anlatıldığı gibi",4
Ürün beklediğim gibi elime ulaştı. Kargom 2 gün içinde elime ulaştı. Bu fiyata göre güzel bir ürün alacak olanlara tavsiye ederim.,4
laptop güzel kızıma aldım hızı vs iyi iş görüyor. fiyatına göre cok iyi bence alınabilir.. not.dvd sürücüsü yok üzernde. freedos geliyor windoes kurmanız gerekiyor. güzel iş yapar iyi fiyat.,4
"Kargo çok hızlıydı memnun kaldım, ürün için fiyat performans ürünü diyebiliriz günlük işler için uygun benim beklentimi karşıladı.",4
Ürün elime ulaştı genel olarak güzel yanlız ekran 60 hz bu cihaza az bence en az 120 hz olmalıydı ekran kaliteli ses sistemi iyi ssd hızlı işlemci gayet hızlı ben indirimdeyken aldım fiyat artmış,4
Cihazın 4.Nesil Ryzen işlemci olması çok iyi şu anda muadili İntel işlemciden test sonuçlarına göre daha güçlü durumda. 14 inç oyun bilgisayarı olarak çıkmasına rağmen tasarım olarak rgb olmadan da iddialı tasarım olabiliyormuş hem siyah hem de beyaz modeli çok şık. 14 inç ekran kartlı ultrabook cihazlar bile 1.35 kg civarında seyrediyor ama bu cihaz 1.6 kg ve hem de donanım tarafından gayet güçlü. Test videolarında oyunlarda ısınır demiştim ama hiç de öyle olmadı açıkcası. Kısaca cihaza dair tek olumsuz düşüncem fiyatı biraz yüksek. FHD yerine 2K gelmesi de çok iyi olmuş sadece 144 Hz olsa daha iyi olabilirdi. Ben beğendim açıkcası fiyatının düşmesini beklicem.,4
"Ürünü efsane cuma indiriminden aldım. Emsallerine göre fiyatı çok uygundu. Laptop'un özelliklerine gelirsek, oyun oynamak değil de internette araştırma, basit excel dosyaları oluşturmak vs. için biçilmiş kaftan. 10. nesil i3 işlemci ve 8 gb RAM ile laptop'u efektif bir şekilde herhangi bir kasma yaşamadan 5 sene rahatlıkla kullanabilirsiniz. 1080p video çözünürlüğe sahip olması da çok iyi bir özellik. Laptop'u televizyona yansıttığınızda görüntü kalitesi 1080p olarak kalıyor. Hepsiburada Canlı Yardım'daki arkadaşın ışıklı klavye mevcut demesine rağmen laptop'da ışıklı klavye maalesef yok. 1 yıldızı bu sebeple kırıyorum.",4
Bilgisayarı çok incelem fırsatım olmasa da kısa sürede  edindiğim gözlem çerçevesinde bilgisayar günlük kullanımda gayet hızlı ve yeterli bir cihaz.,4
"Fena değil, iş görür",4
Ürün güzel kullanışlı ve şık ama çok çabuk toz ve parmak izi bırakıyor ve işlemcisi eski 6. Nesil,4
Fiyat gereksiz yüksek. Dolar uçtu tamam da kar marjı da uçmuş sanki.,4
"Yorumlarda AMD makinenin ısınma sorunu çözülmüş denmiş. Cihaz FreeDos geliyor daha bu ekranda açıldığında fanlar devreye giriyor.  -Kısacası ısınma sorunu çözülmemiş.  -Touchpad in sağ tarafı ısınıyor uzun kullanımda bileği rahatsız eder.  -Fanlar sürekli aktif soğutmaya çalışıyor. Fanların gücünü makinenin dışından hissediyorsunuz. Çıkan sıcak havayı da hissediyorsunuz. İyiki varlar diyeceğiniz fanlara sahip. Ama ona rağmen ısınıyor.  -Görüntü kalitesi, Cihazın kasa görünümü ve kalitesi çok iyi,  -İ9 ile Rayzen 9 arasında kalmıştım. Fiyat nedeniyle tercih ettim. Umarım pişman olmam.",4
10 gün önce gelse fiyatı 13K olacakken TR topraklarının çilesini çekmeye devam ediyoruz. dolar 7 oldu cihaz 15K. diğer tüm cihazların da aynı seviyede artacağını düşünürsek bu işlemci performansına yine fiyatı uygun kalacaktır diğerlerine kıyasla. LED olmaması kötü ama,4
siyah versiyonunun 1080p ve 512gb olanı aynı işlemci ve ekran kartıyla 10k ya alınır,4
ürünü yeni aldım acer in 6k lık olan versiyonuyla bunun arasında kaldım umarım pişman olmam bakalım kaç güne gelicek iyi olacağını düşünüyorum,4
"Cihaz donanımsal olarak çok yüksek seviyede, ancak ethernet girişi, webcam ve thunderbold3 gerçekten bu cihaza gerekli olan öğelermiş ancak malesef konmamış. Ayrıca iş için kullanmayı planladığım için daha yüksek ram beklerdim bu cihazda. Satın alırsam iş için alacağım ancak fiyat düşmeli ve koyu rengi gelmeli.",4
Basit ofis kullanımı için gayet yeterli bir bilgisayar. Bu donanımdan oyun oynatacak veya simülasyon çalıştıracak gücü beklemek haksızlık olur.,4
"Ürünü cuma akşamı aldım , hepsiexpress ile cumartesi akşamı elimde oldu. Paketlemesi oldukça iyiydi. Öncelikle ürün freedos olarak geliyor bunu bilerek almanızı tavsiye ederim. Ben flash diskten windowsu kurdum. Oldukça basit ve hızlı oldu. Ürün özellik olarak dolu dolu. Bu fiyata kesinlikle mantık işi , gerçi ben 7400 e aldım şu an tam fiyatı nedir bilmiyorum. Tek şikayetim hoparlör sesleri çok boğuk. Yazılımla alakalı bir sorun olduğunu düşünüyorum. Malzeme kalitesi standart plastik. Dışarıdan görünümü öyle ahım şahım değil. Hatta ucuz bile gözüktüğünü söyleyebilirim. Ama alet canavar. 5 saniyede windows mu açılır ya . i7 işlemci için söyleyecek zaten bir şeyim yok . İmkan varsa tavsiye ederim tam iş bilgisayarı ama dış görünüşü kasası daha güzel bir şey isterim derseniz bunu almayın. İdeapad ya da thinkbook lara bakın. Onların dış görünüşü daha güzel. Umarım sorunsuz sıkıntısız kullanırız böyle. 2 yıl distribütör garantili .Çok hafif ve ince. Ekran 14 inç gözünüz zamanla alışacaktır diye tahmin ediyorum eğer alırsanız. Söyleyeceklerim bu kadar. Net House a tekrar teşekkürler. Tertemiz sıkıntısız firma.",4
"Kargo jet hızıyla geldi. Makine ise çok iyi; oyun bilgisayarı olduğu için fan sesi çok olabilir diye kaygılanmıştım, ancak oyunlarda bile sesi katlanılabilir düzeyde. İşlev tuşlarının bazıları bu modelde yok; örnek, dokunmatiği kapatma işlev tuşu yok. Çoğu bilgisayarda bu tuş bulunuyor. kasası plastik, ancak kasa malzemesi kaliteli görünüyor. çalışmasında hiçbir sıkıntısı yok.",4
Ürün oldukça hızlı yalnız kamerası berbat yani harbiden çok kötü dünya para verip böyle bir kameraya sahip olmakda ayrı üzücü ama ben kamerası ile işim olmadığından çok da etkilemeyecek. Kulaklıkla oldikça başarılı bir sesi var normalde sesini daha kullanmadım ama yeterli olacaktır bence iş okulu hahli hayli karşılar oyun olarak da baya iş yapabilir ama oyun için önerilmiyor zaten. Bu arada pc freedos googlanbu kelimeyi yazmadan aratmayın,4
Fiyata göre performans güzel. Sessiz ve hızlı çalışıyor.,4
Cihaz gayet hızlı memnun kaldım.Dis malzemesi biraz daha kaliteli olabilirdi.İndirmde olduğu için aldım.,4
"Sipariş verdikten 3 gün sonra elime ulaştı, ambalaj sağlam ve sorunsuz geldi. Cihaz özellik olarak tatminkar fakat kasa kalitesi beklentim altında vasat bir plastik kasası var. Klavye ışıklı fakat gri zemin olduğu için alttan ışık ile harfler zor okunuyor. Açılış ve kapanış çok hızlı ve sessiz çalışıyor. Hoparlör vasat. Özet olarak bu fiyata kasa önemlidir değil içeriğine bakarım derseniz alınabilecek bir pc.",4
Bilgisayar fiyatları uçmuş. Intel işlemci i7 düşünüyordum. Zira bu fiyata ancak AMD olabilirdi. Kasım kampanyasından aldım. Kargolama güzel ve sağlamdı. Diğer taraftan ne bir hediye ne bir çanta kuru kuru gönderilmiş.:( Neyse umarım pişman olmam.,4
Çok güzel harika sadece şarjı cabuk bitiyo,4
"Cuma gecesi sipariş verdim, pazartesi öğleden sonra elimdeydi. Hızlı kargolama ve güzel paletleme için teşekkürler. Ürün 15 inç olsa daha çok sevebilirdim ama bunun kadar ergonomik olmazdı sanırım.   Kurulum kolay. Parmak izi tarayıcısı hızlı. Güncelleme yaptım ve bios güncellemesi geldi, sadece o zaman fan sesi geldi, başka da duymadım. İnanılmaz sessiz ve hızlı.   Garanti süresi Ekim ayından başlıyor. Bunun nedeni nedir bilemedim. Kalemi pille çalışıyor ve içinden bu zor bulunan pil çıkmıyor. Bu sebeple bir yıldızı kestim.",4
